domain,english,igbo
technology,Today The mouse sometimes is new. today.,maụs ahụ dị ọhụrụ.
transportation,Today The sometimes motorcycle arrived early.,ọkada rutere n'oge.
technology,Quickly Mary repaired often the website. immediately.,Mary rụziri weebụsaịtị.
health,Today The often doctor treated malaria. carefully.,Dọkịta gwọrọ iba.
business,Ada bought egg.,Ada zụtara akwa.
technology,Tomorrow Chinedu uses a database. today.,Chinedu na-eji ụlọ nchekwa data.
health,Today John visited often the hospital today. again.,John gara ụlọ ọgwụ taa.
weather,Today The weather really is changing. carefully.,ihu igwe na-agbanwe.
business,Quickly Emeka sold very the phone. today.,Emeka rere ekwentị.
agriculture,Now Emeka always harvested tomato. carefully.,Emeka kpọrọ tomato.
technology,Please The mouse often is new. carefully.,maụs ahụ dị ọhụrụ.
transportation,Tomorrow John often boarded a motorcycle.,John banyere ọkada.
food,Quickly Grace sometimes cooked cassava. again.,Grace siri akpụ.
education,Please The always library is open. now.,ọba akwụkwọ meghere.
business,Quickly Emeka really bought soup. immediately.,Emeka zụtara ofe.
technology,Kindly The always software is new. now.,sọftụwia ahụ dị ọhụrụ.
transportation,Chioma travelled to Onitsha.,Chioma gara Ọnịcha.
education,Please Peter studies in the student. again.,Peter na-amụ na nwa akwụkwọ.
health,Tomorrow Grace visited sometimes the hospital today. again.,Grace gara ụlọ ọgwụ taa.
government,Ada met the government.,Ada zutere gọọmenti.
education,Peter studies in the library.,Peter na-amụ na ọba akwụkwọ.
business,Emeka bought beans. today.,Emeka zụtara agwa.
business,Today John very sold the table. carefully.,John rere tebụl.
agriculture,Today The farmer really planted vegetable.,Onye ọrụ ugbo kụrụ akwukwo nri.
education,Now Every really tailor needs education. today.,onye akwa niile chọrọ agụmakwụkwọ.
transportation,Today The sometimes airport arrived early. immediately.,ọdụ ụgbọ elu rutere n'oge.
health,Please The doctor often treated cholera. again.,Dọkịta gwọrọ kọlera.
general,Chinedu lives in Nigeria.,Chinedu bi na Naịjirịa.
agriculture,The farmer planted maize.,Onye ọrụ ugbo kụrụ ọka.
technology,Please Mary repaired really the database. carefully.,Mary rụziri ụlọ nchekwa data.
technology,Kindly Grace repaired always the internet. again.,Grace rụziri ịntanet.
weather,The rain always is changing. carefully.,mmiri ozuzo na-agbanwe.
general,Obinna is a programmer.,Obinna bụ onye mmemme kọmputa.
food,Now Obinna often ate soup. today.,Obinna riri ofe.
technology,Ada uses a mouse.,Ada na-eji maụs.
transportation,Now Chioma sometimes boarded a airport. now.,Chioma banyere ọdụ ụgbọ elu.
health,Emeka has malaria.,Emeka nwere iba.
technology,Today Chinedu uses always a computer. now.,Chinedu na-eji kọmputa.
education,Today The examination always is open. carefully.,ule meghere.
general,Kindly David really works carefully. again.,David na-arụ ọrụ nlezianya.
technology,Quickly Obinna often repaired the database. now.,Obinna rụziri ụlọ nchekwa data.
general,Ada lives in Nigeria.,Ada bi na Naịjirịa.
weather,Today John likes often the cloud.,John hụrụ igwe ojii n'anya.
transportation,Please Grace always travelled to Kano. today.,Grace gara Kano.
agriculture,Kindly rice sometimes grows well. now.,osikapa na-eto nke ọma.
education,The teacher is open. immediately.,onye nkuzi meghere.
general,Now Mary really works well.,Mary na-arụ ọrụ nke ọma.
weather,Tomorrow Ada likes often the rain. now.,Ada hụrụ mmiri ozuzo n'anya.
food,David sometimes ate fish. again.,David riri azụ.
general,Today John very is a trader. carefully.,John bụ onye ahịa.
transportation,Obinna boarded a car.,Obinna banyere ụgbọala.
general,Please The really phone is old. immediately.,ekwentị ahụ dị ochie.
education,Emeka studies in the assignment.,Emeka na-amụ na ọrụ ụlọ.
government,Please The often election was peaceful. carefully.,Ntuli aka gara nke ọma.
education,Tomorrow Every soldier really needs education. now.,onye agha niile chọrọ agụmakwụkwọ.
food,Please rice always tastes good. again.,osikapa na-atọ ụtọ.
government,The always election was peaceful. immediately.,Ntuli aka gara nke ọma.
weather,Now John likes always the sun. again.,John hụrụ anwụ n'anya.
food,Tomorrow David very cooked garri. carefully.,David siri garri.
government,Please Mary met the governor. now.,Mary zutere gọvanọ.
weather,Quickly There is rain today. now.,mmiri ozuzo dị taa.
weather,Quickly Mary likes really the weather. again.,Mary hụrụ ihu igwe n'anya.
technology,Kindly Obinna uses sometimes a keyboard. today.,Obinna na-eji kiibọdụ.
food,Please Chioma really ate meat. now.,Chioma riri anụ.
government,The election very was peaceful.,Ntuli aka gara nke ọma.
government,David met the election.,David zutere ntuli aka.
government,Quickly The government announced very a meeting. carefully.,gọọmenti kwupụtara nzukọ.
health,Today John very has cholera. now.,John nwere kọlera.
government,Please The election always was peaceful. again.,Ntuli aka gara nke ọma.
government,Please The very election announced a meeting. carefully.,ntuli aka kwupụtara nzukọ.
agriculture,Quickly Grace always harvested cassava.,Grace kpọrọ akpụ.
health,David has flu.,David nwere oyi.
agriculture,The farmer planted cocoyam.,Onye ọrụ ugbo kụrụ ede.
general,Grace will sell tomorrow.,Grace ga ree echi.
weather,Obinna likes the cloud.,Obinna hụrụ igwe ojii n'anya.
weather,Kindly There is storm today. again.,oke ifufe dị taa.
business,Now Grace always sold the table. again.,Grace rere tebụl.
general,John is a tailor.,John bụ onye akwa.
technology,Today The keyboard is new. now.,kiibọdụ ahụ dị ọhụrụ.
general,Please Emeka often has a chair. carefully.,Emeka nwere oche.
food,Tomorrow bread very tastes good. immediately.,achịcha na-atọ ụtọ.
government,Grace met the governor.,Grace zutere gọvanọ.
technology,Mary repaired the keyboard.,Mary rụziri kiibọdụ.
health,Kindly The doctor really treated flu. today.,Dọkịta gwọrọ oyi.
business,Chinedu sold the bag.,Chinedu rere akpa.
weather,Quickly There really is wind today. today.,ifufe dị taa.
technology,Now Mary often repaired the internet. now.,Mary rụziri ịntanet.
education,Today Emeka often studies in the library. carefully.,Emeka na-amụ na ọba akwụkwọ.
general,Obinna lives in Kano.,Obinna bi na Kano.
technology,Quickly The website is new. immediately.,weebụsaịtị ahụ dị ọhụrụ.
technology,Kindly Grace always uses a mouse. carefully.,Grace na-eji maụs.
transportation,David travelled really to Nigeria. now.,David gara Naịjirịa.
technology,Grace uses a computer.,Grace na-eji kọmputa.
government,Quickly The very election was peaceful. now.,Ntuli aka gara nke ọma.
business,Tomorrow The trader always visited Lagos. immediately.,Onye ahịa gara Lagos.
technology,John repaired the computer.,John rụziri kọmputa.
food,Peter ate rice.,Peter riri osikapa.
weather,Mary likes the rain.,Mary hụrụ mmiri ozuzo n'anya.
weather,Now Chinedu very likes the storm. today.,Chinedu hụrụ oke ifufe n'anya.
government,Ada met really the election. carefully.,Ada zutere ntuli aka.
business,Quickly Chinedu always bought cassava.,Chinedu zụtara akpụ.
business,The trader visited Enugu. today.,Onye ahịa gara Enugu.
general,Today Grace has often a chair. again.,Grace nwere oche.
food,Kindly Grace often cooked egg. carefully.,Grace siri akwa.
weather,David likes the sun.,David hụrụ anwụ n'anya.
technology,Now Ada often repaired the internet. immediately.,Ada rụziri ịntanet.
weather,Today Ada often likes the sun. today.,Ada hụrụ anwụ n'anya.
health,Today Chioma visited often the hospital today. carefully.,Chioma gara ụlọ ọgwụ taa.
general,The phone is old.,ekwentị ahụ dị ochie.
business,Tomorrow Mary sold really the computer. today.,Mary rere kọmputa.
