domain,english,igbo
government,Chioma met the election.,Chioma zutere ntuli aka.
government,Chioma always met the election. now.,Chioma zutere ntuli aka.
business,John bought meat.,John zụtara anụ.
business,John often bought meat. again.,John zụtara anụ.
business,Quickly The trader sometimes visited Nigeria. carefully.,Onye ahịa gara Naịjirịa.
transportation,Chinedu boarded a bicycle.,Chinedu banyere igwe kwụ otu ebe.
transportation,Kindly Chinedu very boarded a bicycle.,Chinedu banyere igwe kwụ otu ebe.
weather,Grace likes the rain.,Grace hụrụ mmiri ozuzo n'anya.
weather,Quickly Grace very likes the rain. today.,Grace hụrụ mmiri ozuzo n'anya.
business,Today The trader visited Owerri. carefully.,Onye ahịa gara Owerri.
agriculture,Now The farmer often planted tomato. immediately.,Onye ọrụ ugbo kụrụ tomato.
health,Tomorrow The doctor treated fever. today.,Dọkịta gwọrọ ahụ ọkụ.
government,Quickly The very election was peaceful. now.,Ntuli aka gara nke ọma.
transportation,Ada boarded a motorcycle.,Ada banyere ọkada.
transportation,Tomorrow Ada very boarded a motorcycle. again.,Ada banyere ọkada.
technology,Obinna uses a keyboard.,Obinna na-eji kiibọdụ.
technology,Kindly Obinna uses sometimes a keyboard. today.,Obinna na-eji kiibọdụ.
agriculture,Today The farmer very planted rice.,Onye ọrụ ugbo kụrụ osikapa.
food,John cooked fish.,John siri azụ.
food,Kindly John often cooked fish.,John siri azụ.
food,Please fish always tastes good.,azụ na-atọ ụtọ.
government,Chinedu really met the governor. again.,Chinedu zutere gọvanọ.
transportation,John boarded a motorcycle.,John banyere ọkada.
transportation,Tomorrow John often boarded a motorcycle.,John banyere ọkada.
transportation,Tomorrow The always bicycle arrived early. carefully.,igwe kwụ otu ebe rutere n'oge.
health,The doctor treated typhoid. now.,Dọkịta gwọrọ taịfọd.
weather,Now There is very sun today. immediately.,anwụ dị taa.
health,Please The doctor always treated typhoid. again.,Dọkịta gwọrọ taịfọd.
health,John visited the very hospital today. today.,John gara ụlọ ọgwụ taa.
food,Kindly fish sometimes tastes good. today.,azụ na-atọ ụtọ.
weather,Chinedu likes the wind.,Chinedu hụrụ ifufe n'anya.
weather,Kindly Chinedu likes sometimes the wind. immediately.,Chinedu hụrụ ifufe n'anya.
business,Please The trader sometimes visited Enugu. immediately.,Onye ahịa gara Enugu.
food,Now meat often tastes good. today.,anụ na-atọ ụtọ.
education,David studies in the school. carefully.,David na-amụ na ụlọ akwụkwọ.
technology,Peter uses a internet.,Peter na-eji ịntanet.
technology,Tomorrow Peter uses sometimes a internet. today.,Peter na-eji ịntanet.
technology,Now Emeka uses a website. again.,Emeka na-eji weebụsaịtị.
government,Obinna met the governor.,Obinna zutere gọvanọ.
government,Quickly Obinna met very the governor.,Obinna zutere gọvanọ.
food,Mary ate rice.,Mary riri osikapa.
food,Tomorrow Mary ate rice. carefully.,Mary riri osikapa.
education,Today Every often doctor needs education. carefully.,dọkịta niile chọrọ agụmakwụkwọ.
weather,Emeka likes the storm.,Emeka hụrụ oke ifufe n'anya.
weather,Emeka likes very the storm.,Emeka hụrụ oke ifufe n'anya.
weather,Please The rain always is changing. now.,mmiri ozuzo na-agbanwe.
business,Obinna always sold the computer. immediately.,Obinna rere kọmputa.
weather,There often is cloud today. immediately.,igwe ojii dị taa.
food,Today garri sometimes tastes good. immediately.,garri na-atọ ụtọ.
education,Mary studies in the library.,Mary na-amụ na ọba akwụkwọ.
education,Tomorrow Mary studies very in the library. now.,Mary na-amụ na ọba akwụkwọ.
technology,Grace uses a database.,Grace na-eji ụlọ nchekwa data.
technology,Please Grace uses sometimes a database. immediately.,Grace na-eji ụlọ nchekwa data.
government,The senator announced a meeting. again.,senetọ kwupụtara nzukọ.
agriculture,Mary harvested cassava.,Mary kpọrọ akpụ.
agriculture,Today Mary harvested cassava. immediately.,Mary kpọrọ akpụ.
general,Chioma lives in Abuja.,Chioma bi na Abuja.
general,Kindly Chioma sometimes lives in Abuja. today.,Chioma bi na Abuja.
government,Kindly The election really announced a meeting. again.,ntuli aka kwupụtara nzukọ.
technology,Ada uses a keyboard.,Ada na-eji kiibọdụ.
technology,Quickly Ada always uses a keyboard. now.,Ada na-eji kiibọdụ.
agriculture,Today The farmer planted cassava.,Onye ọrụ ugbo kụrụ akpụ.
agriculture,Tomorrow The sometimes farmer planted pepper. again.,Onye ọrụ ugbo kụrụ ose.
general,David works quickly.,David na-arụ ọrụ ngwa ngwa.
general,Tomorrow David always works quickly.,David na-arụ ọrụ ngwa ngwa.
transportation,Kindly The very car arrived early. carefully.,ụgbọala rutere n'oge.
business,Ada bought cassava.,Ada zụtara akpụ.
business,Kindly Ada often bought cassava. today.,Ada zụtara akpụ.
general,Chioma lives in Kano.,Chioma bi na Kano.
agriculture,Quickly The farmer planted yam. now.,Onye ọrụ ugbo kụrụ ji.
weather,Now David likes always the cloud.,David hụrụ igwe ojii n'anya.
health,Chinedu has typhoid.,Chinedu nwere taịfọd.
health,Chinedu has typhoid. now.,Chinedu nwere taịfọd.
health,The doctor treated cholera. today.,Dọkịta gwọrọ kọlera.
health,Today John visited often the hospital today. again.,John gara ụlọ ọgwụ taa.
weather,The often storm is changing. immediately.,oke ifufe na-agbanwe.
health,Mary visited often the hospital today. immediately.,Mary gara ụlọ ọgwụ taa.
government,Kindly The always election was peaceful. carefully.,Ntuli aka gara nke ọma.
food,Grace cooked soup.,Grace siri ofe.
food,Now Grace cooked soup. today.,Grace siri ofe.
government,Kindly The government very announced a meeting. today.,gọọmenti kwupụtara nzukọ.
transportation,Chinedu boarded a airport.,Chinedu banyere ọdụ ụgbọ elu.
transportation,Today Chinedu boarded a airport. today.,Chinedu banyere ọdụ ụgbọ elu.
general,The table is small.,tebụl ahụ dị obere.
general,Please The table really is small. now.,tebụl ahụ dị obere.
food,rice tastes good. today.,osikapa na-atọ ụtọ.
health,Quickly Emeka always has typhoid. immediately.,Emeka nwere taịfọd.
education,Chioma studies in the examination.,Chioma na-amụ na ule.
education,Today Chioma studies always in the examination. immediately.,Chioma na-amụ na ule.
business,Ada bought soup.,Ada zụtara ofe.
business,Today Ada really bought soup. immediately.,Ada zụtara ofe.
education,Today Every very tailor needs education. immediately.,onye akwa niile chọrọ agụmakwụkwọ.
health,Chinedu has malaria.,Chinedu nwere iba.
health,Quickly Chinedu very has malaria. again.,Chinedu nwere iba.
business,Mary sold the phone.,Mary rere ekwentị.
business,Now Mary sold the phone. now.,Mary rere ekwentị.
agriculture,vegetable grows well.,akwukwo nri na-eto nke ọma.
agriculture,Tomorrow vegetable grows well. again.,akwukwo nri na-eto nke ọma.
government,Please The often election was peaceful. carefully.,Ntuli aka gara nke ọma.
agriculture,Tomorrow The always farmer planted yam. carefully.,Onye ọrụ ugbo kụrụ ji.
weather,Tomorrow There is really wind today. now.,ifufe dị taa.
general,Ada lives in Kano.,Ada bi na Kano.
general,Tomorrow Ada very lives in Kano. again.,Ada bi na Kano.
weather,Peter likes the rain.,Peter hụrụ mmiri ozuzo n'anya.
weather,Today Peter likes the rain. carefully.,Peter hụrụ mmiri ozuzo n'anya.
food,soup sometimes tastes good. today.,ofe na-atọ ụtọ.
food,Grace cooked meat.,Grace siri anụ.
food,Now Grace always cooked meat. now.,Grace siri anụ.
government,Now The really election announced a meeting. immediately.,ntuli aka kwupụtara nzukọ.
health,Emeka has fever.,Emeka nwere ahụ ọkụ.
health,Quickly Emeka always has fever. now.,Emeka nwere ahụ ọkụ.
weather,Tomorrow The very rain is changing. today.,mmiri ozuzo na-agbanwe.
transportation,Emeka boarded a road.,Emeka banyere ụzọ.
transportation,Tomorrow Emeka boarded really a road. again.,Emeka banyere ụzọ.
education,Peter studies in the library.,Peter na-amụ na ọba akwụkwọ.
education,Please Peter studies in really the library. carefully.,Peter na-amụ na ọba akwụkwọ.
weather,David likes the weather.,David hụrụ ihu igwe n'anya.
weather,Today David likes always the weather. today.,David hụrụ ihu igwe n'anya.
general,Emeka lives in Kano.,Emeka bi na Kano.
general,Please Emeka lives really in Kano. today.,Emeka bi na Kano.
business,Please The trader very visited Onitsha. immediately.,Onye ahịa gara Ọnịcha.
education,John studies in the library.,John na-amụ na ọba akwụkwọ.
education,Please John studies in always the library. carefully.,John na-amụ na ọba akwụkwọ.
health,Today Grace really visited the hospital today. carefully.,Grace gara ụlọ ọgwụ taa.
food,bread tastes good.,achịcha na-atọ ụtọ.
food,Kindly bread really tastes good. immediately.,achịcha na-atọ ụtọ.
weather,Please There is really rain today. immediately.,mmiri ozuzo dị taa.
education,Please The examination sometimes is open. immediately.,ule meghere.
health,Today John visited the always hospital today.,John gara ụlọ ọgwụ taa.
technology,Now Chinedu repaired very the keyboard. immediately.,Chinedu rụziri kiibọdụ.
business,Today Grace very bought rice.,Grace zụtara osikapa.
transportation,Now Ada sometimes boarded a motorcycle. immediately.,Ada banyere ọkada.
food,Please meat always tastes good.,anụ na-atọ ụtọ.
general,Chioma will buy tomorrow.,Chioma ga zụ echi.
general,Today Chioma will often buy tomorrow. immediately.,Chioma ga zụ echi.
transportation,Today The very road arrived early.,ụzọ rutere n'oge.
transportation,Today The sometimes airport arrived early. immediately.,ọdụ ụgbọ elu rutere n'oge.
government,Grace met the minister.,Grace zutere mịnista.
government,Please Grace met always the minister. carefully.,Grace zutere mịnista.
education,Every trader needs education.,onye ahịa niile chọrọ agụmakwụkwọ.
education,Today Every trader needs education. immediately.,onye ahịa niile chọrọ agụmakwụkwọ.
technology,David uses a mouse.,David na-eji maụs.
technology,Kindly David uses a mouse. today.,David na-eji maụs.
transportation,Obinna boarded a bicycle.,Obinna banyere igwe kwụ otu ebe.
transportation,Today Obinna boarded really a bicycle. carefully.,Obinna banyere igwe kwụ otu ebe.
education,Now Every doctor really needs education. carefully.,dọkịta niile chọrọ agụmakwụkwọ.
agriculture,Today maize sometimes grows well. now.,ọka na-eto nke ọma.
business,The often trader visited Owerri.,Onye ahịa gara Owerri.
government,The election really was peaceful. again.,Ntuli aka gara nke ọma.
agriculture,Chioma harvested rice.,Chioma kpọrọ osikapa.
agriculture,Kindly Chioma always harvested rice. again.,Chioma kpọrọ osikapa.
technology,The mouse very is new.,maụs ahụ dị ọhụrụ.
education,Every student always needs education. now.,nwata akwụkwọ niile chọrọ agụmakwụkwọ.
general,Ada has a bag.,Ada nwere akpa.
general,Please Ada has very a bag. now.,Ada nwere akpa.
education,Quickly The student is open. again.,nwa akwụkwọ meghere.
transportation,Tomorrow Peter very boarded a airport. carefully.,Peter banyere ọdụ ụgbọ elu.
food,Kindly garri tastes good. immediately.,garri na-atọ ụtọ.
general,Peter is a nurse.,Peter bụ nọọsụ.
general,Kindly Peter is a nurse. now.,Peter bụ nọọsụ.
transportation,Today Chinedu boarded sometimes a airport. immediately.,Chinedu banyere ọdụ ụgbọ elu.
technology,Emeka repaired the database.,Emeka rụziri ụlọ nchekwa data.
technology,Emeka repaired really the database. immediately.,Emeka rụziri ụlọ nchekwa data.
food,Please meat tastes good. today.,anụ na-atọ ụtọ.
health,David has typhoid.,David nwere taịfọd.
health,Quickly David often has typhoid. today.,David nwere taịfọd.
general,Chinedu lives in Onitsha.,Chinedu bi na Ọnịcha.
general,Now Chinedu sometimes lives in Onitsha.,Chinedu bi na Ọnịcha.
transportation,Today The really bus arrived early.,bọs rutere n'oge.
food,Peter cooked bread.,Peter siri achịcha.
food,Kindly Peter often cooked bread. immediately.,Peter siri achịcha.
education,Now David studies often in the school. again.,David na-amụ na ụlọ akwụkwọ.
business,Chioma bought soup.,Chioma zụtara ofe.
business,Chioma often bought soup.,Chioma zụtara ofe.
agriculture,Please The farmer always planted maize. now.,Onye ọrụ ugbo kụrụ ọka.
technology,Today Ada uses really a website.,Ada na-eji weebụsaịtị.
business,Please Ada sold the bag. immediately.,Ada rere akpa.
weather,David likes the wind.,David hụrụ ifufe n'anya.
weather,Today David very likes the wind. today.,David hụrụ ifufe n'anya.
education,Now Every chef often needs education. carefully.,onye isi nri niile chọrọ agụmakwụkwọ.
transportation,Kindly The often bicycle arrived early. now.,igwe kwụ otu ebe rutere n'oge.
food,rice sometimes tastes good. today.,osikapa na-atọ ụtọ.
agriculture,Tomorrow The always farmer planted vegetable. immediately.,Onye ọrụ ugbo kụrụ akwukwo nri.
weather,Kindly There is storm today. again.,oke ifufe dị taa.
weather,The cloud is changing.,igwe ojii na-agbanwe.
weather,Quickly The really cloud is changing. carefully.,igwe ojii na-agbanwe.
technology,Peter repaired the computer.,Peter rụziri kọmputa.
technology,Please Peter always repaired the computer.,Peter rụziri kọmputa.
business,Tomorrow The trader visited Lagos. immediately.,Onye ahịa gara Lagos.
business,Emeka bought rice.,Emeka zụtara osikapa.
